"","fid","x","submission_date","meta_instance_id","village","age","gender","ethnicity","education","born","household_size","hs","household_comp","hc_gen","hc_det","young_boy","adolesc_boy","men","young_girl","adolesc_girl","women","food_uncertainty","selling_possessions","farm","livestock","conflict_type","crop_threat_rate","farm_size","field_sight","farm_walk","months_planted","crops_planted","crop_prot","other_crop_prot","crop_species","other_crop_species","top_species","other_top_species","elephant_crops_vao","herd_comp","cattle","sheep","goat","donkey","dog","chicken","duck","other_livestock","livestock_threat","small_lv_prot","small_lv_prot_other_day","small_lv_prot_other_night","med_lar_lv_prot","med_lar_lv_prot_other_day","med_lar_lv_prot_other_night","med_lar_lv_guard_day","guard_ave_day","med_lar_lv_guard_night","guard_ave_night","lv_small_loss","chicken_loss","duck_loss","other_small_loss","species_small_lv","species_small_lv_other","species_concern_small_lv","species_concern_small_lv_other","lv_med_loss","cattle_loss","goat_loss","sheep_loss","donkey_loss","dog_loss","other_med_loss","species_med_lv","species_med_lv_other","species_concern_med_lv","species_concern_med_lv_other","lv_ele_vao","lv_hyena_vao","lv_lion_vao","lv_leopard_vao","species_structures","household_location_altitude","household_location_accuracy","key","elephant_c","baboon_c","buffalo_c","hippo_c","other_c","elephant_l","hyena_l","lion_l","leopard_l","conflict","species","ID","crop","c70","c2070","river","road","ID","GSE_slope30m","ID","build_dens","ID","Settle_Dist"
"524",105,105,"NA","uuid:87514725-1bd6-4862-870a-70bb0aa71759","Nyiberekera",29,"Female","Mwikoma","Primary","Yes",4,1,"Young_girl Adolesc_girl Women",1,1,-2147483648,-2147483648,-2147483648,2,1,1,4,"Few_times","Yes","Yes","Crop_damage Structure","Wildlife",2,"No","45_60",10,2,"Guarding Shouting","","Elephant Other","Tumbili","Elephant","","Often","Chicken",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,5,-2147483648,-2147483648,"Low_productivity","Day_contain Night_contained","NA","NA","NA_noMedLV","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","Hippo",1306.6,4.9,"uuid:87514725-1bd6-4862-870a-70bb0aa71759",1,0,0,0,1,0,0,0,0,0,"baboon",105,0.619841277599335,0.00513227516785264,0.1305291056633,0.0123809520155191,0.0105820102617145,105,2.83936738411034,105,63.1646194458008,105,6332.81201171875
"525",106,106,"NA","uuid:e6d09913-9662-488c-9ccd-26095390d3c9","Hunyari",47,"Male","Taturu","Primary","Yes",12,1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,3,2,1,2,1,12,3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",10,"Yes","0_15",9,2,"Guarding Shouting Chasing","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken",55,12,42,-2147483648,7,30,-2147483648,-2147483648,"Low_productivity","Day_dog Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys Men",2,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Cattle Goat",1,15,-2147483648,"NA",-2147483648,-2147483648,"Hyena Lion","NA","Hyena","NA","","Never","Never","","Elephant Hyena",1188.7,3.8,"uuid:e6d09913-9662-488c-9ccd-26095390d3c9",1,0,0,0,0,0,1,1,0,0,"baboon",106,0.677830696105957,0.0137037038803101,0.15132275223732,0.0293121691793203,0.0107407411560416,106,1.95595859646876,106,18.8443870544434,106,3114.4560546875
"526",107,107,"NA","uuid:3ba9ebcc-fed2-4579-b69d-7eb0f14d213e","Mihale",29,"Male","Taturu","Primary","Yes",20,1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,6,2,4,3,-2147483648,5,4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",7,"Yes","0_15",9,3,"Guarding Fire Shouting Chasing","","Buffalo Elephant Other","Tumbili","Elephant","","Often","Cattle Sheep Goat Dog Chicken",50,40,14,-2147483648,8,6,-2147483648,-2147483648,"Low_productivity","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Sheep",-2147483648,-2147483648,1,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Never","","","",1183.1,4.4,"uuid:3ba9ebcc-fed2-4579-b69d-7eb0f14d213e",1,0,1,0,1,0,1,0,0,0,"baboon",107,0.48629629611969,0.0533862449228764,0.266137570142746,0.0373544991016388,0.0160846561193466,107,1.43837160866727,107,8.95246601104736,107,1765.71252441406
"527",108,108,"NA","uuid:e1cb4c53-5059-476d-a9ba-cdb533ad57e0","Nyamatoke",53,"Male","Msukuma","None","No",6,1,"Adolesc_boy Men Adolesc_girl Women",1,1,-2147483648,2,1,-2147483648,2,1,3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",8,"No","45_60",9,3,"Guarding Fire Shouting Chasing","","Elephant","","Elephant","","Sometimes","Cattle Sheep Goat Dog Chicken",50,45,25,-2147483648,2,52,-2147483648,-2147483648,"Low_productivity","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain","","NA","Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Cattle Sheep",1,-2147483648,8,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Rarely","","","",1161.2,3.8,"uuid:e1cb4c53-5059-476d-a9ba-cdb533ad57e0",1,0,0,0,0,0,1,0,0,0,"baboon",108,0.547195792198181,0.0630687847733498,0.165502652525902,0.0256613753736019,0.00899470876902342,108,2.70151393133457,108,50.2332801818848,108,1043.96801757812
"528",109,109,"NA","uuid:72261068-d56c-42bf-b5d3-da0045815d50","Kunzugu",22,"Female","Msukuma","Primary","Yes",9,1,"Young_boy Men Women",1,1,5,-2147483648,2,-2147483648,-2147483648,2,1,"Never","Yes","Yes","Crop_damage Livestock_loss_med Structure","Weather",2,"Yes","0_15",10,4,"Guarding Shouting","","Elephant","","Elephant","","Never","Cattle Sheep Dog Chicken",50,17,-2147483648,-2147483648,1,7,-2147483648,-2147483648,"Grazing_land","Night_contained Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men",2,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Sheep",-2147483648,-2147483648,3,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Never","","","Elephant",1149.8,4.5,"uuid:72261068-d56c-42bf-b5d3-da0045815d50",1,0,0,0,0,0,1,0,0,0,"baboon",109,0.487777769565582,0.0707936510443687,0.0824867710471153,0.0207407400012016,0.00936507899314165,109,4.30098740900556,109,45.8675689697266,109,1226.89453125
"529",110,110,"NA","uuid:04b7069d-4b07-4738-ada3-19aba4b961d3","Kunzugu",42,"Male","Msukuma","Primary","Yes",7,1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,2,1,1,2,-2147483648,1,4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",3,"Yes","0_15",9,3,"Guarding Fire Shouting","","Elephant","","Elephant","","Often","Sheep",-2147483648,6,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"Wildlife","NA_noSmall","NA","NA","Day_guard Night_contain","","NA","Adolesc_boys",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Sheep",-2147483648,-2147483648,7,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Rarely","","","",1146.7,4.5,"uuid:04b7069d-4b07-4738-ada3-19aba4b961d3",1,0,0,0,0,0,1,0,0,0,"baboon",110,0.540052890777588,0.0223280414938927,0.0710581988096237,0.0198941808193922,0.00788359809666872,110,4.08620649460447,110,49.0727729797363,110,1393.27600097656
"530",111,111,"NA","uuid:31eb75d6-5d67-40ad-97cc-ef54028d3c7c","Kunzugu",27,"Male","Msukuma","O_level","Yes",7,1,"Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,-2147483648,1,2,1,1,2,3,"Frequently","Yes","No","Crop_damage Structure","Wildlife",8,"Yes","15_30",9,3,"Guarding Shouting","","Elephant","","Elephant","","Often","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","Elephant",1143.4,4.9,"uuid:31eb75d6-5d67-40ad-97cc-ef54028d3c7c",1,0,0,0,0,0,0,0,0,0,"baboon",111,0.5667724609375,0.00534391542896628,0.134761899709702,0.0209523811936378,0.00767195783555508,111,2.92207240049052,111,43.43603515625,111,1882.04016113281
"531",112,112,"NA","uuid:169c279f-af07-4bf0-ad32-521aaabfb87e","Bukore",50,"Female","Msukuma","None","Yes",2,1,"Men Women",1,1,-2147483648,-2147483648,1,-2147483648,-2147483648,1,3,"Frequently","Yes","No","Crop_damage","Weather",2.5,"Yes","0_15",10,1,"Guarding Shouting","","Elephant","","Elephant","","Often","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1212.3,4.6,"uuid:169c279f-af07-4bf0-ad32-521aaabfb87e",1,0,0,0,0,0,0,0,0,0,"baboon",112,0.653439164161682,0.00481481477618217,0.0929629653692245,0.00693121692165732,0.00899470876902342,112,6.01117196532469,112,59.4067916870117,112,2405.99536132812
"532",113,113,"NA","uuid:112752f9-4425-4b20-8307-9348567c0682","Bukore",67,"Male","Msukuma","None","No",3,1,"Young_boy Men Women",1,1,1,-2147483648,1,-2147483648,-2147483648,1,3,"Few_times","Yes","No","Crop_damage","Wildlife",2,"Yes","0_15",9,2,"Guarding Fire Shouting","","Baboon Elephant","","Elephant","","Sometimes","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1310.4,4.9,"uuid:112752f9-4425-4b20-8307-9348567c0682",1,1,0,0,0,0,0,0,0,1,"baboon",113,0.596560835838318,0.00264550256542861,0.0848148167133331,0.00952380988746881,0.00904761906713247,113,6.9606298371298,113,55.9252777099609,113,2962.75439453125
"533",114,114,"NA","uuid:1979cbce-f82d-4ea2-94cb-6138d5553497","Kunzugu",25,"Female","Msukuma","Primary","Yes",5,1,"Young_boy Men Women",1,1,2,-2147483648,2,-2147483648,-2147483648,1,3,"Few_times","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",4,"Yes","0_15",9,3,"Guarding Fire Shouting","","Baboon Elephant","","Elephant","","Rarely","Sheep Dog",-2147483648,8,-2147483648,-2147483648,1,-2147483648,-2147483648,-2147483648,"Low_productivity","NA_noSmall","NA","NA","Day_guard Night_contain Night_dogs","","NA","Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Sheep",-2147483648,-2147483648,1,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Never","","","Hyena",1163.2,4.9,"uuid:1979cbce-f82d-4ea2-94cb-6138d5553497",1,1,0,0,0,0,1,0,0,1,"baboon",114,0.523333311080933,0.00571428565308452,0.123703703284264,0.00767195783555508,0.0096825398504734,114,8.48705985801166,114,58.9646949768066,114,2682.1689453125
"534",115,115,"NA","uuid:3fd8f4ea-035c-4b3e-9e40-0f8c2fa8ef1f","Kunzugu",56,"Female","Mwikizu","Primary","Yes",5,1,"Adolesc_boy Young_girl Adolesc_girl Women",1,1,-2147483648,2,-2147483648,1,1,1,3,"Few_times","Yes","No","Crop_damage","Weather",1,"Yes","0_15",9,3,"Guarding Shouting","","Elephant","","Elephant","","Rarely","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1218.4,4.3,"uuid:3fd8f4ea-035c-4b3e-9e40-0f8c2fa8ef1f",1,0,0,0,0,0,0,0,0,0,"baboon",115,0.425343900918961,0.00904761906713247,0.144338622689247,0.0131216933950782,0.00936507899314165,115,9.63966338393234,115,49.9017066955566,115,3569.79418945312
"535",116,116,"NA","uuid:689a9893-0c48-41f3-a303-d702fa7392c9","Kunzugu",45,"Male","Msukuma","None","No",3,1,"Young_boy Men Women",1,1,1,-2147483648,1,-2147483648,-2147483648,1,3,"Frequently","Yes","No","Crop_damage","Weather",2,"No","15_30",10,2,"Shouting","","Buffalo Elephant","","Elephant","","Rarely","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1154.1,4.7,"uuid:689a9893-0c48-41f3-a303-d702fa7392c9",1,0,1,0,0,0,0,0,0,0,"baboon",116,0.362169325351715,0.0169312171638012,0.145449742674828,0.0133862430229783,0.011428571306169,116,10.1936351245046,116,34.1519966125488,116,3767.87573242188
"536",117,117,"NA","uuid:7d35692e-02a5-4264-bbbf-6f23305311ed","Balili",28,"Female","Msukuma","Primary","Yes",4,1,"Men Young_girl Adolesc_girl Women",1,1,-2147483648,-2147483648,1,1,1,1,3,"Frequently","Yes","Yes","Crop_damage Structure","Weather",4,"Yes","15_30",10,5,"Guarding Shouting","","Elephant Other","Nguruwe","Elephant","","Always","Dog Chicken",-2147483648,-2147483648,-2147483648,-2147483648,2,35,-2147483648,-2147483648,"Low_productivity","Night_contained Day_none","NA","NA","NA_noMedLV","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","Elephant",1138,4.7,"uuid:7d35692e-02a5-4264-bbbf-6f23305311ed",1,0,0,0,1,0,0,0,0,0,"baboon",117,0.387724876403809,0.00608465587720275,0.131587296724319,0.00920634903013706,0.0124867726117373,117,6.34976766251816,117,36.3072204589844,117,2668.64575195312
"537",118,118,"NA","uuid:cca27456-ea33-4336-95ab-3c867d7aacfd","Balili",56,"Female","Mkurya","Primary","Yes",7,1,"Young_boy Men Young_girl Women",1,1,1,-2147483648,1,2,-2147483648,3,2,"Few_times","Yes","No","Crop_damage Structure","Weather",2,"No","45_60",11,2,"Guarding Shouting","","Elephant","","Elephant","","Often","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","Elephant",1127.3,5,"uuid:cca27456-ea33-4336-95ab-3c867d7aacfd",1,0,0,0,0,0,0,0,0,0,"baboon",118,0.350740730762482,0.00544973555952311,0.198095232248306,0.0124867726117373,0.0123280426487327,118,2.30218144940242,118,21.1101341247559,118,2740.97631835938
"538",119,119,"NA","uuid:84aa3793-59d9-467f-9b2e-ad4ae4517505","Balili",53,"Male","Msukuma","Primary","No",8,1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,3,1,1,2,-2147483648,1,3,"Few_times","Yes","No","Crop_damage Structure","Wildlife",2.5,"Yes","0_15",9,4,"Guarding Shouting","","Elephant","","Elephant","","Often","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","Elephant",1141.2,4.8,"uuid:84aa3793-59d9-467f-9b2e-ad4ae4517505",1,0,0,0,0,0,0,0,0,0,"baboon",119,0.0491534397006035,0.0466137565672398,0.393280416727066,0.0398412682116032,0.011428571306169,119,1.3900741988592,119,9.67087364196777,119,508.108215332031
"539",120,120,"NA","uuid:8735cc75-350b-42ba-bc74-a3c48c30b6c3","Sazila",58,"Female","Mjita","Primary","No",3,1,"Adolesc_boy Men Women",1,1,-2147483648,1,1,-2147483648,-2147483648,1,3,"Few_times","Yes","Yes","No_conflict","Weather",1,"No","45_60",9,3,"Guarding Shouting","","","","","","","Chicken Duck",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,1,3,-2147483648,"Disease","Day_contain Night_contained","NA","NA","NA_noMedLV","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1349.2,5,"uuid:8735cc75-350b-42ba-bc74-a3c48c30b6c3",0,0,0,0,0,0,0,0,0,0,"baboon",120,0.180529102683067,0.0204232800751925,0.260793656110764,0.0224867723882198,0.00873015914112329,120,4.11022620585939,120,203.309387207031,120,8591.3818359375
"540",121,121,"NA","uuid:92d3f62f-080e-4541-a162-5f1389b99b02","Sazila",42,"Female","Mwikizu","Primary","Yes",6,1,"Young_boy Adolesc_boy Men Adolesc_girl Women",1,1,1,2,1,-2147483648,1,1,3,"Once_or_twice","Yes","No","No_conflict","Weather",3,"No","45_60",10,3,"None","","","","","","","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1316.6,4.9,"uuid:92d3f62f-080e-4541-a162-5f1389b99b02",0,0,0,0,0,0,0,0,0,0,"baboon",121,0.135185182094574,0.028730159625411,0.258042335510254,0.0229629632085562,0.01137566100806,121,6.75051952325557,121,237.90348815918,121,7547.123046875
"541",122,122,"NA","uuid:a59f9be4-67cd-4252-8dd8-0c9a3bc010e1","Ligamba A",43,"Male","Mluli","Primary","Yes",2,1,"Men Women",1,1,-2147483648,-2147483648,1,-2147483648,-2147483648,1,4,"Few_times","Yes","Yes","No_conflict","Weather",1,"Yes","0_15",9,4,"None","","","","","","","Chicken Other",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,1,-2147483648,3,"Disease","Day_contain Night_contained","NA","NA","NA_noMedLV","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1364.7,4.7,"uuid:a59f9be4-67cd-4252-8dd8-0c9a3bc010e1",0,0,0,0,0,0,0,0,0,0,"baboon",122,0.245238095521927,0.0201587304472923,0.262116402387619,0.0214285720139742,0.00984126981347799,122,5.73691920651172,122,127.047645568848,122,7089.36181640625
"542",123,123,"NA","uuid:ecf7f7a4-5bc2-4c4b-907f-4d81b7a1a1eb","Lianna A",65,"Female","Msukuma","None","No",3,1,"Men Women",1,1,-2147483648,-2147483648,2,-2147483648,-2147483648,1,3,"Few_times","Yes","Yes","Crop_damage","Wildlife",3,"No","45_60",9,4,"Guarding","","Baboon Other","Nguruwe","Other","Nguruwe","","Chicken Duck",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,8,1,-2147483648,"Wildlife","Day_contain Night_contained","NA","NA","NA_noMedLV","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1406.1,5,"uuid:ecf7f7a4-5bc2-4c4b-907f-4d81b7a1a1eb",0,1,0,0,1,0,0,0,0,1,"baboon",123,0.324708998203278,0.0160846561193466,0.222698405385017,0.0108465608209372,0.00666666682809591,123,6.7890028821539,123,55.4831809997559,123,5510.3154296875
"543",124,124,"NA","uuid:6b4210a2-09f7-45e0-b283-92793d469e37","Mchalo",63,"Male","Msukuma","Primary","No",7,1,"Young_boy Adolesc_boy Men Adolesc_girl Women",1,1,1,1,1,-2147483648,2,2,3,"Once_or_twice","Yes","Yes","No_conflict","Weather",5,"Yes","0_15",9,2,"None","","","","","","","Cattle Goat Dog Chicken Duck",19,-2147483648,6,-2147483648,2,5,2,-2147483648,"Weather","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain","","NA","Adolesc_boys Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1330.6,5,"uuid:6b4210a2-09f7-45e0-b283-92793d469e37",0,0,0,0,0,0,0,0,0,0,"baboon",124,0.683544993400574,0.00269841263070703,0.136507943272591,0.0336507931351662,0.0147619051858783,124,3.02799198664488,124,52.0569305419922,124,5624.1640625
"544",125,125,"NA","uuid:20b3ccba-bb42-4a84-807e-88c2fdd47ee8","Mchalo",32,"Male","Msukuma","Primary","No",2,1,"Adolesc_boy Men Women",1,1,-2147483648,1,1,-2147483648,-2147483648,1,2,"Once_or_twice","Yes","Yes","No_conflict","Weather",6,"Yes","15_30",9,2,"None","","","","","","","Cattle",150,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"Weather","NA_noSmall","NA","NA","Day_guard Night_contain","","NA","Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1505.1,5,"uuid:20b3ccba-bb42-4a84-807e-88c2fdd47ee8",0,0,0,0,0,0,0,0,0,0,"baboon",125,0.610370397567749,0.00333333341404796,0.145132273435593,0.0398941785097122,0.0149206351488829,125,3.18004601868293,125,36.4730072021484,125,5513.88134765625
"545",126,126,"NA","uuid:80d9944a-e28f-42af-9f71-8794fc17051d","Mchalo",21,"Female","Msukuma","Primary","Yes",8,1,"Young_boy Adolesc_boy Men Women",1,1,2,1,2,-2147483648,-2147483648,3,3,"Once_or_twice","Yes","Yes","No_conflict","Weather",7,"No","30_45",10,4,"None","","","","","","","Cattle Sheep Goat Dog Chicken Duck",13,2,28,-2147483648,1,14,2,-2147483648,"Weather","Night_contained Day_none","NA","NA","Day_guard Night_contain","","NA","Adolesc_boys Men",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1362.9,5,"uuid:80d9944a-e28f-42af-9f71-8794fc17051d",0,0,0,0,0,0,0,0,0,0,"baboon",126,0.624285697937012,0.00497354520484805,0.127830684185028,0.0308994706720114,0.010529100894928,126,4.31018326073806,126,29.4547176361084,126,4586.23828125
"546",127,127,"NA","uuid:4dbc5929-e172-4be8-9f98-ffd4420b77c4","Ligamba B",65,"Male","Mjita","Primary","No",6,1,"Adolesc_boy Men Young_girl Women",1,1,-2147483648,1,2,2,-2147483648,1,3,"Once_or_twice","Yes","No","No_conflict","Weather",2,"No","60_plus",9,4,"None","","","","","","","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1345,4.9,"uuid:4dbc5929-e172-4be8-9f98-ffd4420b77c4",0,0,0,0,0,0,0,0,0,0,"baboon",127,0.597989439964294,0.00100529100745916,0.15735450387001,0.0309523809701204,0.0144973546266556,127,2.98600911442407,127,49.4043464660645,127,6180.10205078125
"547",128,128,"NA","uuid:a93f82fe-700b-4206-ac73-a81d2e2b0e36","Ligamba B",18,"Male","Msukuma","O_level","Yes",11,1,"Young_boy Adolesc_boy Men Adolesc_girl Women",1,1,3,2,2,-2147483648,2,2,2,"Once_or_twice","Yes","Yes","No_conflict","Weather",3,"No","30_45",9,3,"Guarding Chasing","","","","","","","Chicken",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,15,-2147483648,-2147483648,"Disease","Night_contained Day_none","NA","NA","NA_noMedLV","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1349.9,5,"uuid:a93f82fe-700b-4206-ac73-a81d2e2b0e36",0,0,0,0,0,0,0,0,0,0,"baboon",128,0.487936496734619,0.00449735438451171,0.204074069857597,0.0177777782082558,0.00931216962635517,128,3.12517758640584,128,56.4226379394531,128,6900.34619140625
"548",129,129,"NA","uuid:f6de361a-4f34-4a10-b5ba-789ae5e8a8b0","Kisangwa",27,"Female","Mkurya","Primary","No",4,1,"Young_boy Men Young_girl Women",1,1,1,-2147483648,1,1,-2147483648,1,2,"Few_times","Yes","Yes","Crop_damage Livestock_loss_med","Weather",5,"No","15_30",9,5,"Guarding","","Baboon Elephant","","Elephant","","Often","Cattle Dog Chicken",6,-2147483648,-2147483648,-2147483648,5,15,-2147483648,-2147483648,"Low_productivity","Night_contained Night_dog Day_none","NA","NA","Day_guard Night_contain Night_dogs","","NA","Adolesc_boys",1,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","Sheep",-2147483648,-2147483648,6,"NA",-2147483648,-2147483648,"Hyena","NA","Hyena","NA","","Never","","","",1264.7,4.7,"uuid:f6de361a-4f34-4a10-b5ba-789ae5e8a8b0",1,1,0,0,0,0,1,0,0,1,"baboon",129,0.568359792232513,0.00518518500030041,0.184603169560432,0.00915343873202801,0.012116402387619,129,2.55941831215881,129,46.9175491333008,129,9339.1123046875
"549",130,130,"NA","uuid:fcb851c3-c5a0-4d6d-b6a3-31dc8e9c7b1d","Changuge",25,"Male","Msukuma","Primary","Yes",10,1,"Young_boy Men Young_girl Adolesc_girl Women",1,1,3,-2147483648,2,1,2,2,3,"Few_times","Yes","No","Crop_damage","Weather",3,"Yes","0_15",9,3,"Shouting","","Elephant Other","Tumbili","Elephant","","Rarely","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","",1276,4.8,"uuid:fcb851c3-c5a0-4d6d-b6a3-31dc8e9c7b1d",1,0,0,0,1,0,0,0,0,0,"baboon",130,0.555767178535461,0.0195238087326288,0.206560850143433,0.00582010578364134,0.00587301608175039,130,2.90982757336288,130,38.9598045349121,130,7831.7568359375
"550",131,131,"NA","uuid:e6ce5938-02d1-4ff8-817d-bcb4e0225db1","Changuge",23,"Male","Msizaki","O_level","Yes",10,1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,3,1,2,1,-2147483648,3,3,"Frequently","Yes","No","Crop_damage Structure","Weather",6,"Yes","0_15",9,2,"Guarding Shouting Chasing","","Baboon Elephant Other","Tumbili","Elephant","","Sometimes","",-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,"","","NA","NA","","","NA","",-2147483648,"NA","NA","",-2147483648,"NA","NA","","NA","","NA","",-2147483648,-2147483648,-2147483648,"NA",-2147483648,-2147483648,"","NA","","NA","","","","","Elephant",1232.6,4.6,"uuid:e6ce5938-02d1-4ff8-817d-bcb4e0225db1",1,1,0,0,1,0,0,0,0,1,"baboon",131,0.490793645381927,0.0219576712697744,0.246349200606346,0.0196296293288469,0,131,5.35645185401909,131,35.7546005249023,131,6589.4287109375
