"","X","fid","x","submission_date","meta_instance_id","village","age","gender","ethnicity","education","born","household_size","hs","household_comp","hc_gen","hc_det","young_boy","adolesc_boy","men","young_girl","adolesc_girl","women","food_uncertainty","selling_possessions","farm","livestock","conflict_type","crop_threat_rate","farm_size","field_sight","farm_walk","months_planted","crops_planted","crop_prot","other_crop_prot","crop_species","other_crop_species","top_species","other_top_species","elephant_crops_vao","herd_comp","cattle","sheep","goat","donkey","dog","chicken","duck","other_livestock","livestock_threat","small_lv_prot","small_lv_prot_other_day","small_lv_prot_other_night","med_lar_lv_prot","med_lar_lv_prot_other_day","med_lar_lv_prot_other_night","med_lar_lv_guard_day","guard_ave_day","med_lar_lv_guard_night","guard_ave_night","lv_small_loss","chicken_loss","duck_loss","other_small_loss","species_small_lv","species_small_lv_other","species_concern_small_lv","species_concern_small_lv_other","lv_med_loss","cattle_loss","goat_loss","sheep_loss","donkey_loss","dog_loss","other_med_loss","species_med_lv","species_med_lv_other","species_concern_med_lv","species_concern_med_lv_other","lv_ele_vao","lv_hyena_vao","lv_lion_vao","lv_leopard_vao","species_structures","household_location_altitude","household_location_accuracy","key","elephant_c","baboon_c","buffalo_c","hippo_c","other_c","elephant_l","hyena_l","lion_l","leopard_l","conflict","species","ID","crop","c70","c2070","river","road","ID.1","gse_slope30m","ID.2","build_dens","ID.3","settle_dist","vervet_c"
"1105",267,267,293,NA,"uuid:8754a5b4-380d-4568-aabb-df47d0925f56","Nyichoka",42,"Female","Mkurya","Primary","No","10",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",8,"Yes","0_15","9","4","Guarding Fire Shouting Chasing","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken","50","30","40","NA","6","24","NA","NA","Low_productivity","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","2",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Sheep","NA","NA","6",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Sometimes","","","",1413,5,"uuid:8754a5b4-380d-4568-aabb-df47d0925f56",1,0,0,0,0,0,1,0,0,0,"lion",267,0.00417989399284124,0.571746051311493,0.00761904753744602,0.0447089932858944,0.49830687046051,267,2.50684833526611,267,20.8095245361328,267,4206.24658203135,0
"1106",268,268,294,NA,"uuid:c2bffca3-11dc-49d5-9f8a-9e97736c1593","Nyichoka",61,"Male","Mkurya","Primary","Yes","NA",0,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Weather",5,"Yes","0_15","9","3","Guarding Shouting Chasing","","Elephant","","Elephant","","Often","Cattle Donkey Dog Chicken","40","NA","NA","2","3","12","NA","NA","Low_productivity","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep","NA","15","20",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Often","","","Elephant Hyena",1400.2,4.7,"uuid:c2bffca3-11dc-49d5-9f8a-9e97736c1593",1,0,0,0,0,0,1,0,0,0,"lion",268,0.315767198801041,0.00100529100745916,0.272910058498383,0.00502645503729582,0.0182010587304831,268,2.47886061668396,268,21.619047164917,268,5664.68066406431,0
"1107",269,269,295,NA,"uuid:e5df15d6-c73b-42e4-bad6-58684702d54c","Nyanungu",32,"Male","Mkurya","Primary","Yes","NA",0,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",20,"Yes","15_30","9","4","Guarding Shouting Chasing","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken Duck","80","12","10","NA","3","12","2","NA","Low_productivity","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","2",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle","2","NA","NA",NA,"NA","NA","Elephant",NA,"Elephant",NA,"Always","","","","Elephant",1395.4,4.5,"uuid:e5df15d6-c73b-42e4-bad6-58684702d54c",1,0,0,0,0,1,0,0,0,0,"lion",269,0.0139682535082102,0.141534388065338,0.120846562087536,0.399047613143921,0.00566137582063675,269,2.44511437416077,269,26.9047622680664,269,5869.53857422057,0
"1108",270,270,296,NA,"uuid:360f8a1f-786d-4db5-8f81-89d5e6deb14b","Nyanungu",22,"Female","Mkurya","O_level","No","5",1,"Young_boy Men Women",1,1,"3","NA","1","NA","NA","1",4,"Few_times","Yes","Yes","Crop_damage","Weather",5,"Yes","0_15","9","3","Guarding Shouting Chasing","","Elephant","","Elephant","","Rarely","Cattle Sheep Goat Donkey Dog Chicken Duck Other","20","10","30","5","3","50","10","8","Low_productivity","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1383.3,4.9,"uuid:360f8a1f-786d-4db5-8f81-89d5e6deb14b",1,0,0,0,0,0,0,0,0,0,"lion",270,0.00857142824679613,0,0.346243381500244,0.0461375676095486,0.3497354388237,270,2.50314736366272,270,29.1428565979004,270,7505.1635742189,0
"1109",271,271,297,NA,"uuid:9393b040-a324-447e-b2b2-4d1e10948b72","Nyanungu",25,"Female","Mkurya","Primary","Yes","5",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Few_times","Yes","No","Crop_damage","Weather",4,"Yes","0_15","9","3","Guarding Shouting","","Elephant","","Elephant","","Rarely","","NA","NA","NA","NA","NA","NA","NA","NA","","",NA,NA,"","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1424.3,4.6,"uuid:9393b040-a324-447e-b2b2-4d1e10948b72",1,0,0,0,0,0,0,0,0,0,"lion",271,0.275449723005295,0,0.0175132267177105,0.176984131336212,0.00105820107273757,271,2.51447415351868,271,28.380952835083,271,7563.26318359553,0
"1110",272,272,298,NA,"uuid:195b53c3-e426-42a2-b838-2390984ea563","Nyichoka",46,"Female","Msukuma","Primary","No","8",1,"Young_boy Men Young_girl Adolesc_girl Women",1,1,"1","NA","2","1","3","1",4,"Few_times","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",6,"No","45_60","9","3","None","","Elephant","","Elephant","","Often","Cattle Dog Chicken","35","NA","NA","NA","4","3","NA","NA","Weather","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Sheep","NA","NA","4",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Rarely","","","Elephant Hyena",1366.9,4.1,"uuid:195b53c3-e426-42a2-b838-2390984ea563",1,0,0,0,0,0,1,0,0,0,"lion",272,0.00153439154382795,0.553915321826935,0,0.0473544970154762,0.530476212501526,272,4.18360185623169,272,30.1904754638672,272,3523.9545898439,0
"1111",273,273,299,NA,"uuid:34960c14-d794-4225-9fc3-d338ed568101","Nyichoka",26,"Male","Mkurya","Primary","No","18",1,"Young_boy Men Young_girl Adolesc_girl Women",1,1,"2","NA","7","4","1","4",4,"Frequently","Yes","Yes","Crop_damage","Weather",3,"Yes","0_15","9","4","Guarding Shouting Chasing","","Elephant","","Elephant","","Rarely","Goat Dog Chicken","NA","NA","2","NA","1","15","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_other Night_contain Night_dogs","Kuwafunga",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1444.7,4.3,"uuid:34960c14-d794-4225-9fc3-d338ed568101",1,0,0,0,0,0,0,0,0,0,"lion",273,0.430052906274796,0.00417989399284124,0.226931214332581,0.00888888910412788,0.0131216933950782,273,2.90735793113708,273,33.9047622680664,273,5093.81250000182,0
"1112",274,274,300,NA,"uuid:6f65db24-1c10-405f-bba3-fd5a58c3d6a5","Nyichoka",35,"Female","Mkurya","Primary","Yes","8",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"2","1","1","2","1","1",4,"Few_times","Yes","No","Crop_damage","Weather",4,"Yes","0_15","8","2","None","","Elephant","","Elephant","","Never","","NA","NA","NA","NA","NA","NA","NA","NA","","",NA,NA,"","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1433.8,4.7,"uuid:6f65db24-1c10-405f-bba3-fd5a58c3d6a5",1,0,0,0,0,0,0,0,0,0,"lion",274,0.019735449925065,0.120529100298882,0.150370374321938,0.515346485139651,0.0171428564935923,274,2.67473077774048,274,29.619047164917,274,6785.79199218759,0
"1113",275,275,301,NA,"uuid:a2488add-47d8-4606-8e99-2fa1da3b6ba0","Nyichoka",50,"Male","Mwikoma","Primary","Yes","7",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Few_times","Yes","Yes","No_conflict","Weather",3,"Yes","0_15","9","2","None","","","","","","","Cattle Sheep Goat Dog","3","4","2","NA","2","NA","NA","NA","Low_productivity","NA_noSmall",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1505.6,4.8,"uuid:a2488add-47d8-4606-8e99-2fa1da3b6ba0",0,0,0,0,0,0,0,0,0,0,"lion",275,0.00132275128271431,0.0025925925001502,0.483333319425583,0.0287025897739667,0.385343909263611,275,5.03998327255249,275,34.8571434020996,275,5116.56103515622,0
"1114",276,276,302,NA,"uuid:ea1237b3-6190-4171-9c21-2a22848bfe67","Nyichoka",62,"Male","Msuba","Post_secondary","No","21",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",6,"Yes","15_30","8","3","None","","Elephant Other","Tumbili","Elephant","","Always","Cattle Goat Dog Chicken Other","22","NA","11","NA","4","50","NA","6","Low_productivity","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle Goat","2","3","NA",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Always","","","Elephant Hyena",1374.3,4.8,"uuid:ea1237b3-6190-4171-9c21-2a22848bfe67",1,0,0,0,1,0,1,0,0,0,"lion",276,0.57449734210968,0,0.0300529096275568,0.179320560235351,0.125925928354263,276,3.97733569145203,276,34.3809509277344,276,6816.26611328124,1
"1115",277,277,303,NA,"uuid:0a1b6e56-4b77-42ab-a68e-278811a6ca95","Nyichoka",30,"Female","Mkurya","Primary","Yes","15",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Few_times","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",6,"Yes","0_15","9","3","Guarding Shouting","","Elephant","","Elephant","","Sometimes","Cattle Sheep Goat Donkey Dog Chicken","30","23","10","1","3","30","NA","NA","Weather","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle Sheep","2","NA","5",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Often","","","",1564.2,4.9,"uuid:0a1b6e56-4b77-42ab-a68e-278811a6ca95",1,0,0,0,0,0,1,0,0,0,"lion",277,0.0127513231709599,0.584814786911011,0,0.0419299484912666,0.233280420303345,277,3.83666610717773,277,28.8095245361328,277,8497.28417968921,0
"1116",278,278,304,NA,"uuid:505fea3e-92af-4278-b35e-5cd135862a1b","Bokore",47,"Male","Mwisenye","Primary","Yes","8",1,"Men Young_girl Women",1,1,"NA","NA","3","2","NA","3",4,"Few_times","Yes","Yes","Livestock_loss_med Structure","Weather",8,"No","45_60","8","5","Guarding Shouting Chasing","","","","","","","Cattle Sheep Goat Dog Chicken","15","6","8","NA","5","20","NA","NA","Weather","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep","NA","3","1",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Never","","","Hyena",1479.8,4.9,"uuid:505fea3e-92af-4278-b35e-5cd135862a1b",0,0,0,0,0,0,1,0,0,0,"lion",278,0.185502648353577,0.00354497344233096,0.195238098502159,0.0100041979860927,0.0224338620901108,278,5.62600660324097,278,28.4285717010498,278,5538.37207031404,0
"1117",279,279,305,NA,"uuid:80920518-7e4b-4aea-aa0e-ff2dae127949","Bokore",36,"Female","Mwikoma","Primary","Yes","6",1,"Adolesc_boy Men Adolesc_girl Women",1,1,"NA","2","1","NA","1","2",4,"Few_times","Yes","Yes","Crop_damage Structure","Weather",5,"No","45_60","9","3","None","","Elephant","","Elephant","","Often","Cattle Goat Dog Chicken","12","NA","2","NA","3","5","NA","NA","Low_productivity","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","Elephant",1534.7,4.9,"uuid:80920518-7e4b-4aea-aa0e-ff2dae127949",1,0,0,0,0,0,0,0,0,0,"lion",279,0.0162433870136738,0.242380946874619,0.025925925001502,0.522592604160309,0.00566137582063675,279,3.9638135433197,279,17.3333339691162,279,5974.90332031382,0
"1118",280,280,306,NA,"uuid:5ec0c859-c8cb-4893-8ac2-4d67006810f5","Burunga",43,"Male","Mwikoma","Primary","Yes","NA",0,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Once_or_twice","Yes","Yes","Crop_damage Structure","Weather",5,"Yes","0_15","9","3","Guarding","","Elephant","","Elephant","","Often","Cattle Dog Chicken","20","NA","NA","NA","3","12","NA","NA","Grazing_land","Night_contained Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","Elephant",1540.6,4.7,"uuid:5ec0c859-c8cb-4893-8ac2-4d67006810f5",1,0,0,0,0,0,0,0,0,0,"lion",280,0.0126984128728509,0.0123809520155191,0.505925953388214,0.0137037038803101,0.0711640194058418,280,2.77959609031677,280,21.0476188659668,280,4892.26367187654,0
"1119",281,281,307,NA,"uuid:0ab65e6d-9339-435c-970f-e5b202f8dc97","Burunga",51,"Male","Mkurya","Primary","Yes","6",1,"Young_boy Men Adolesc_girl Women",1,1,"3","NA","1","NA","1","1",2,"Never","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",6,"Yes","0_15","8","4","Guarding Shouting","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken","35","5","20","NA","3","8","NA","NA","Grazing_land","Night_contained Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep","NA","4","2",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Rarely","","","Elephant Hyena",1531.3,4.7,"uuid:0ab65e6d-9339-435c-970f-e5b202f8dc97",1,0,0,0,0,0,1,0,0,0,"lion",281,0.574391543865204,0.0102645503357053,0.0234920643270016,0.16280423104763,0.0433862432837486,281,3.90430617332458,281,16.5238094329834,281,3559.64453125049,0
"1120",282,282,308,NA,"uuid:5927673b-1f2f-484d-9252-a99751c6335f","Bokore",36,"Male","Mkurya","None","Yes","3",1,"Young_boy Men Women",1,1,"1","NA","1","NA","NA","1",4,"Few_times","Yes","No","Crop_damage","Weather",3,"No","15_30","8","3","Guarding Shouting","","Elephant","","Elephant","","Rarely","","NA","NA","NA","NA","NA","NA","NA","NA","","",NA,NA,"","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1478.9,5,"uuid:5927673b-1f2f-484d-9252-a99751c6335f",1,0,0,0,0,0,0,0,0,0,"lion",282,0.0139682535082102,0.489417999982834,0.0099470904096961,0.0373544991016388,0.264391541481018,282,5.03371334075928,282,8.7142858505249,282,3259.10400390723,0
"1121",283,283,309,NA,"uuid:2f14eb79-c36d-433b-bc1e-9d44eb63081a","Nyanungu",47,"Female","Mkurya","Primary","No","9",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Once_or_twice","Yes","Yes","Crop_damage Livestock_loss_med Structure","Weather",18,"No","45_60","8","3","Guarding Chasing","","Other","Tumbili","Other","Tumbili","","Sheep Goat Donkey Dog Chicken","NA","2","3","1","4","5","NA","NA","Wildlife","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep","NA","4","3",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Rarely","","","Hyena",1447.3,4.1,"uuid:2f14eb79-c36d-433b-bc1e-9d44eb63081a",0,0,0,0,1,0,1,0,0,0,"lion",283,0.164391532540321,0.0140211638063192,0.267989426851273,0.00597883574664593,0.0372486785054207,283,3.05652785301208,283,25.8571434020996,283,8404.84375000179,1
"1122",284,284,310,NA,"uuid:c256bd6d-8f0d-4396-8e0d-801ea446e741","Nyanungu",53,"Female","Mkurya","Primary","Yes","12",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Weather",10,"Yes","0_15","9","2","Guarding","","Elephant Other","Tumbili","Elephant","","Often","Cattle Sheep Goat Dog Chicken","10","5","4","NA","1","5","NA","NA","Low_productivity","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep","NA","4","5",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Never","","","Hyena",1483.5,4.1,"uuid:c256bd6d-8f0d-4396-8e0d-801ea446e741",1,0,0,0,1,0,1,0,0,0,"lion",284,0.0194709002971649,0.315661370754242,0.00999999977648258,0.474338620901108,0.0146560845896602,284,2.8547887802124,284,25.3333339691162,284,9859.15527343756,1
"1123",285,285,311,NA,"uuid:16279daa-2320-4f91-8f96-d47fdc7d3187","Nyanungu",36,"Male","Mkurya","Primary","Yes","6",1,"Young_boy Men Young_girl Women",1,1,"1","NA","1","3","NA","1",4,"Few_times","Yes","No","No_conflict","Weather",5,"Yes","0_15","8","2","Guarding","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","","",NA,NA,"","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1510.3,4.6,"uuid:16279daa-2320-4f91-8f96-d47fdc7d3187",0,0,0,0,0,0,0,0,0,0,"lion",285,0.0193121694028378,0.00608465587720275,0.406349211931229,0.0183597877621651,0.0855555534362793,285,3.55306267738342,285,21.4761905670166,285,10192.0527343767,0
"1124",286,286,312,NA,"uuid:52ec80d2-2dcc-4a02-a516-e725655b7c36","Kyambahi",60,"Female","Mkurya","Primary","Yes","20",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Weather",26,"Yes","0_15","9","3","Guarding","","Elephant","","Elephant","","Always","Cattle Sheep Goat Donkey Dog Chicken","10","12","20","4","5","20","NA","NA","Low_productivity","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep Dog","NA","3","19",NA,"3","NA","Hyena",NA,"Hyena",NA,"","Sometimes","","","Hyena",1519.8,5,"uuid:52ec80d2-2dcc-4a02-a516-e725655b7c36",1,0,0,0,0,0,1,0,0,0,"lion",286,0.610952377319336,0.0106349205598235,0.0232804231345654,0.13100528717041,0.0382010564208031,286,3.88215136528015,286,31.238094329834,286,10370.7392578142,0
"1125",287,287,313,NA,"uuid:997556e0-5bc4-4e35-bf06-c06cc7af5567","Kyambahi",53,"Male","Mkurya","Primary","Yes","16",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"4","1","2","4","2","3",4,"Frequently","Yes","Yes","Livestock_loss_med Structure","Weather",10,"Yes","0_15","9","4","Guarding","","","","","","","Cattle Sheep Goat Dog Chicken","60","40","30","NA","6","10","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle Goat Sheep","2","6","10",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Sometimes","","","Hyena",1504.7,4.9,"uuid:997556e0-5bc4-4e35-bf06-c06cc7af5567",0,0,0,0,0,0,1,0,0,0,"lion",287,0.0230158735066652,0.533703684806824,0.0169841274619102,0.040952380746603,0.154391527175903,287,3.77276659011841,287,26.1904754638672,287,8756.16992187663,0
"1126",288,288,314,NA,"uuid:b172ffcb-4bc0-4247-bd91-9217383760bc","Burunga",39,"Female","Mkurya","Primary","Yes","10",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"2","1","3","2","1","1",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Weather",3,"No","45_60","8","4","Guarding","","Elephant","","Elephant","","Rarely","Cattle Goat Donkey Dog Chicken","23","NA","13","1","2","4","NA","NA","Low_productivity","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat","NA","2","NA",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Never","","","Hyena",1519,5,"uuid:b172ffcb-4bc0-4247-bd91-9217383760bc",1,0,0,0,0,0,1,0,0,0,"lion",288,0.161798939108849,0.00470899464562535,0.295238107442856,0,0.0396296307444572,288,3.34211874008179,288,37.0476188659668,288,8591.38183593792,0
"1127",289,289,315,NA,"uuid:e6839cf4-ce25-4bf9-b73b-5701f167a384","Burunga",32,"Female","Mnata","O_level","No","8",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","No_conflict","Weather",5,"No","60_plus","9","2","None","","","","","","","Cattle Goat Dog Chicken Duck","40","NA","30","NA","4","18","2","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1571,5,"uuid:e6839cf4-ce25-4bf9-b73b-5701f167a384",0,0,0,0,0,0,0,0,0,0,"lion",289,0.0163492057472467,0.159312173724174,0.00433862442150712,0.313862442970276,0.0082010580226779,289,2.82506561279297,289,28.9523811340332,289,7480.12548828307,0
"1128",290,290,316,NA,"uuid:968d6f1a-0d03-4f20-9278-1c887eafdbcd","Burunga",45,"Male","Mkurya","Primary","Yes","3",1,"Men Adolesc_girl Women",1,1,"NA","NA","1","NA","1","1",1,"Never","Yes","Yes","No_conflict","Weather",2,"Yes","0_15","9","2","None","","","","","","","Cattle","2","NA","NA","NA","NA","NA","NA","NA","Grazing_land","NA_noSmall",NA,NA,"Day_other Night_contain","Kuwafunga",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1588.7,4.9,"uuid:968d6f1a-0d03-4f20-9278-1c887eafdbcd",0,0,0,0,0,0,0,0,0,0,"lion",290,0.00867724884301424,0.010529100894928,0.362698405981064,0.0461375676095486,0.232592597603798,290,2.9425368309021,290,41.1904754638672,290,8769.98339843935,0
"1129",291,291,317,NA,"uuid:4ce5924f-41e7-4bd8-a36b-fb186ea7ee6c","Burunga",25,"Male","Mkurya","Primary","Yes","9",1,"",0,0,"NA","NA","NA","NA","NA","NA",4,"Frequently","Yes","Yes","Livestock_loss_med","Weather",2,"Yes","0_15","9","2","None","","","","","","","Cattle Dog Chicken","6","NA","NA","NA","2","9","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep","NA","2","2",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Never","","","",1568.1,4.8,"uuid:4ce5924f-41e7-4bd8-a36b-fb186ea7ee6c",0,0,0,0,0,0,1,0,0,0,"lion",291,0.665291011333466,0.00873015914112329,0.0208465605974197,0.245291009545326,0.0645502656698227,291,3.22521615028381,291,39.523811340332,291,9732.16308593787,0
"1130",292,292,318,NA,"uuid:e7f44b87-9028-4452-9bc5-903c0397c14f","Kyambahi",28,"Male","Mkurya","Primary","Yes","4",1,"Young_boy Men Young_girl Women",1,1,"1","NA","1","1","NA","1",4,"Frequently","Yes","Yes","No_conflict","Weather",5,"Yes","0_15","9","2","None","","","","","","","Cattle Goat Dog Chicken","21","NA","15","NA","3","12","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1525.2,4.8,"uuid:e7f44b87-9028-4452-9bc5-903c0397c14f",0,0,0,0,0,0,0,0,0,0,"lion",292,0.00825396832078695,0.553915321826935,0.00867724884301424,0.0449735447764397,0.137354493141174,292,3.13080263137817,292,45.4285697937012,292,10330.0009765644,0
"1131",293,293,319,NA,"uuid:4a894970-7565-4fd6-86f6-24d18ca9e25d","Burunga",31,"Male","Msukuma","Primary","No","8",1,"Young_boy Men Young_girl Adolesc_girl Women",1,1,"3","NA","1","3","1","1",4,"Frequently","Yes","No","No_conflict","Weather",3,"Yes","0_15","9","2","None","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","","",NA,NA,"","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1551.3,4.7,"uuid:4a894970-7565-4fd6-86f6-24d18ca9e25d",0,0,0,0,0,0,0,0,0,0,"lion",293,0.114444442093372,0.00417989399284124,0.159788355231285,0.0162962954491377,0.0343915335834026,293,2.61169219017029,293,23.9523811340332,293,6076.23730468793,0
"1132",294,294,320,NA,"uuid:425e54e2-a482-46f0-9963-af42ee25b05f","Bokore",43,"Male","Mwikoma","Primary","Yes","12",1,"",0,0,"NA","NA","NA","NA","NA","NA",3,"Few_times","Yes","Yes","Crop_damage Livestock_loss_med","Weather",6.5,"No","45_60","8","3","Guarding Shouting","","Elephant Other","Tumbili","Elephant","","Always","Cattle Sheep Goat Dog Chicken","25","100","30","NA","2","30","NA","NA","Grazing_land","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep","NA","5","4",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Often","","","",1597.2,4.7,"uuid:425e54e2-a482-46f0-9963-af42ee25b05f",1,0,0,0,1,0,1,0,0,0,"lion",294,0.00798941776156426,0.120529100298882,0.00862433854490519,0.404021173715591,0.00862433854490519,294,3.59134936331395,294,26.5238094329834,294,7179.51611328159,1
